city,state,region,time,temp,feelslike,humidity,dew,precip,precipprob,snow,snowdepth,windgust,windspeed,winddir,pressure,visibility,cloudcover,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,source
Chicago,Illinois,Midwest,2023-09-12T07:00:00Z,60,60,92.09,57.7,0,0,0,0,18.3,6.5,317,1017.3,9.9,77.6,0,0,0,10,Partially cloudy,partly-cloudy-night,obs
Chicago,Illinois,Midwest,2023-09-12T08:00:00Z,58.7,58.7,92.95,56.7,0,0,0,0,20.8,6.6,327,1017.4,9.9,77.6,0,0,0,10,Partially cloudy,partly-cloudy-night,obs
Chicago,Illinois,Midwest,2023-09-12T09:00:00Z,57.6,57.6,94.1,55.9,0,0,0,0,21.9,7.9,327,1017.2,9.9,77.6,0,0,0,10,Partially cloudy,partly-cloudy-night,obs
Chicago,Illinois,Midwest,2023-09-12T10:00:00Z,56.8,56.8,93.57,55,0,0,0,0,21.9,8.2,329,1017.6,9.9,68.5,0,0,0,10,Partially cloudy,partly-cloudy-night,obs
Chicago,Illinois,Midwest,2023-09-12T11:00:00Z,56.8,56.8,92.64,54.7,0,0,0,0,19.7,8.9,331,1018,9.9,40.7,0,0,0,10,Partially cloudy,partly-cloudy-night,obs
Chicago,Illinois,Midwest,2023-09-12T12:00:00Z,56.2,56.2,92.04,54,0,0,0,0,23,12.2,328,1018.7,9.9,81.2,0,0,0,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-12T13:00:00Z,58.3,58.3,89.34,55.1,0,0,0,0,24.2,11.3,334,1019.1,9.9,79,98,0.4,1,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-12T14:00:00Z,61.2,61.2,80.37,55.1,0,0,0,0,25.3,11.6,338,1019.1,9.9,51.3,148,0.5,1,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-12T15:00:00Z,61.9,61.9,74.79,53.8,0,0,0,0,26.4,13,358,1019.3,9.9,96,158,0.6,2,10,Overcast,cloudy,obs
Chicago,Illinois,Midwest,2023-09-12T16:00:00Z,65.5,65.5,65.52,53.6,0,0,0,0,18.3,10.7,360,1019.2,9.9,72,141,0.5,1,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-12T17:00:00Z,67.2,67.2,58.71,52.3,0,0,0,0,26.4,6.5,353,1019.1,9.9,81.2,247,0.9,2,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-12T18:00:00Z,69,69,55.68,52.5,0,0,0,0,17.2,8.6,324,1018.8,9.9,44.7,423,1.5,4,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-12T19:00:00Z,71.1,71.1,47.19,50,0,0,0,0,26.4,7.7,342,1018.4,9.9,69.5,72,0.3,1,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-12T20:00:00Z,70.8,70.8,52.82,52.8,0,0,0,0,18.3,7.3,32,1018.1,9.9,72,47,0.2,0,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-12T21:00:00Z,68.1,68.1,59.27,53.4,0,0,0,0,18.3,9,45,1018.1,9.9,77.6,36,0.1,0,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-12T22:00:00Z,69.1,69.1,57.12,53.3,0,0,0,0,17.2,8.1,55,1017.9,9.9,24,36,0.1,0,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-12T23:00:00Z,67,67,57.26,51.4,0,0,0,0,16.1,9.2,53,1018,9.9,24,86,0.3,1,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-13T00:00:00Z,64.2,64.2,55.74,48,0,0,0,0,15,6.7,55,1018.2,9.9,29.3,0,0,0,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-13T01:00:00Z,63.5,63.5,58.28,48.6,0,0,0,0,12.8,5.1,80,1018.3,9.9,52.8,0,0,0,10,Partially cloudy,partly-cloudy-night,obs
Chicago,Illinois,Midwest,2023-09-13T02:00:00Z,62.3,62.3,65.36,50.5,0,0,0,0,11.4,5.5,119,1018.5,9.9,77.6,0,0,0,10,Partially cloudy,partly-cloudy-night,obs
Chicago,Illinois,Midwest,2023-09-13T03:00:00Z,62.7,62.7,66.2,51.3,0,0,0,0,9.2,3.8,119,1018.3,9.9,68.5,0,0,0,10,Partially cloudy,partly-cloudy-night,obs
Chicago,Illinois,Midwest,2023-09-13T04:00:00Z,61,61,71.35,51.6,0,0,0,0,9.2,0,0,1018.5,9.9,49.9,0,0,0,10,Partially cloudy,partly-cloudy-night,obs
Chicago,Illinois,Midwest,2023-09-13T05:00:00Z,59.7,59.7,74.81,51.7,0,0,0,0,6.9,1.2,311,1018.7,9.9,51.3,0,0,0,10,Partially cloudy,partly-cloudy-night,obs
Chicago,Illinois,Midwest,2023-09-13T06:00:00Z,58.5,58.5,79.16,52.1,0,0,0,0,6.9,3.4,254,1018.4,9.9,64.2,0,0,0,10,Partially cloudy,partly-cloudy-night,obs
Chicago,Illinois,Midwest,2023-09-13T07:00:00Z,57.4,57.4,82.43,52.1,0,0,0,0,8.1,2.9,262,1018.5,9.9,65.6,0,0,0,10,Partially cloudy,partly-cloudy-night,obs
Chicago,Illinois,Midwest,2023-09-13T08:00:00Z,55.8,55.8,88.09,52.3,0,0,0,0,9.2,0.8,314,1018.6,9.9,55,0,0,0,10,Partially cloudy,partly-cloudy-night,obs
Chicago,Illinois,Midwest,2023-09-13T09:00:00Z,55.3,55.3,88.72,52.1,0,0,0,0,8.1,0,0,1018.4,9.9,81.2,0,0,0,10,Partially cloudy,partly-cloudy-night,obs
Chicago,Illinois,Midwest,2023-09-13T10:00:00Z,54.1,54.1,89.73,51.2,0,0,0,0,9.2,0.6,41,1018.6,9.9,47.1,0,0,0,10,Partially cloudy,partly-cloudy-night,obs
Chicago,Illinois,Midwest,2023-09-13T11:00:00Z,55.9,55.9,86.9,52.1,0,0,0,0,9.2,3.4,124,1018.8,9.9,64.2,0,0,0,10,Partially cloudy,partly-cloudy-night,obs
Chicago,Illinois,Midwest,2023-09-13T12:00:00Z,56.5,56.5,85.11,52.1,0,0,0,0,9.2,3.8,98,1019,9.9,74.9,0,0,0,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-13T13:00:00Z,58.7,58.7,80.18,52.6,0,0,0,0,9.2,3,139,1019.2,9.9,66.6,27,0.1,0,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-13T14:00:00Z,61.2,61.2,75.51,53.4,0,0,0,0,8.1,4.6,266,1019.4,9.9,24,369,1.3,4,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-13T15:00:00Z,63.8,63.8,67.22,52.8,0,0,0,0,9.2,4.3,320,1019.5,9.9,38.3,113,0.4,1,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-13T16:00:00Z,65.6,65.6,63.47,52.9,0,0,0,0,10.3,2.3,346,1019.4,9.9,43.6,153,0.6,2,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-13T17:00:00Z,68.2,68.2,53.23,50.6,0,0,0,0,18.3,8.9,354,1019.3,9.9,74.9,86,0.3,1,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-13T18:00:00Z,67.4,67.4,59.49,52.8,0,0,0,0,12.8,8.7,23,1019.2,9.9,74.9,436,1.6,4,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-13T19:00:00Z,67,67,59.09,52.2,0,0,0,0,20.8,11.7,42,1018.9,9.9,81.2,119,0.4,1,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-13T20:00:00Z,67.5,67.5,56.1,51.3,0,0,0,0,19.7,10.6,44,1018.7,9.9,89,68,0.2,1,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-13T21:00:00Z,67.7,67.7,55.37,51.2,0,0,0,0,16.1,11.9,35,1018.7,9.9,77.6,33,0.1,0,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-13T22:00:00Z,67.5,67.5,54.61,50.5,0,0,0,0,18.3,13.3,43,1018.9,9.9,59.2,43,0.2,0,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-13T23:00:00Z,64.3,64.3,60.26,50.3,0,0,0,0,18.3,9.7,48,1019.1,9.9,29.3,92,0.3,1,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-14T00:00:00Z,63.9,63.9,63.6,51.3,0,0,0,0,16.1,8.3,66,1019.1,9.9,32.8,0,0,0,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-14T01:00:00Z,61.9,61.9,67.22,50.9,0,0,0,0,13.9,7,70,1019.6,9.9,24,0,0,0,10,Partially cloudy,partly-cloudy-night,obs
Chicago,Illinois,Midwest,2023-09-14T02:00:00Z,61.1,61.1,69.92,51.2,0,0,0,0,13.9,6.8,65,1020,9.9,17.6,0,0,0,10,Clear,clear-night,obs
Chicago,Illinois,Midwest,2023-09-14T03:00:00Z,60.4,60.4,71.5,51.2,0,0,0,0,9.2,4.8,59,1020.1,9.9,17.6,0,0,0,10,Clear,clear-night,obs
Chicago,Illinois,Midwest,2023-09-14T04:00:00Z,58.2,58.2,76.9,51,0,0,0,0,8.1,1.1,356,1020.2,9.9,17.6,0,0,0,10,Clear,clear-night,obs
Chicago,Illinois,Midwest,2023-09-14T05:00:00Z,56.6,56.6,80.86,50.7,0,0,0,0,6.9,4.4,333,1020.3,9.9,17.6,0,0,0,10,Clear,clear-night,obs
Chicago,Illinois,Midwest,2023-09-14T06:00:00Z,55.9,55.9,83.76,51,0,0,0,0,6.9,0,0,1020.5,9.9,24,0,0,0,10,Partially cloudy,partly-cloudy-night,obs
Chicago,Illinois,Midwest,2023-09-14T07:00:00Z,55.1,55.1,82.52,49.9,0,0,0,0,6.9,2.1,329,1020.6,9.9,24,0,0,0,10,Partially cloudy,partly-cloudy-night,obs
Chicago,Illinois,Midwest,2023-09-14T08:00:00Z,54,54,85.84,49.9,0,0,0,0,5.8,3.2,332,1020.5,9.9,24,0,0,0,10,Partially cloudy,partly-cloudy-night,obs
Chicago,Illinois,Midwest,2023-09-14T09:00:00Z,52.9,52.9,88.12,49.5,0,0,0,0,5.8,2.1,314,1020.8,9.9,24,0,0,0,10,Partially cloudy,partly-cloudy-night,obs
Chicago,Illinois,Midwest,2023-09-14T10:00:00Z,53.2,53.2,87.24,49.5,0,0,0,0,5.8,0.8,356,1021,9.9,24,0,0,0,10,Partially cloudy,partly-cloudy-night,obs
Chicago,Illinois,Midwest,2023-09-14T11:00:00Z,53.5,53.5,86.1,49.4,0,0,0,0,6.9,0,0,1021.6,9.9,24,0,0,0,10,Partially cloudy,partly-cloudy-night,obs
Chicago,Illinois,Midwest,2023-09-14T12:00:00Z,52.3,52.3,87.71,48.7,0,0,0,0,6.9,2.1,283,1022,9.9,24,0,0,0,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-14T13:00:00Z,57.3,57.3,81.63,51.7,0,0,0,0,6.9,1.5,353,1022.5,9.9,24,23,0.1,0,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-14T14:00:00Z,62.3,62.3,71.81,53.1,0,0,0,0,5.8,1.8,2,1022.6,9.9,24,311,1.1,3,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-14T15:00:00Z,66.7,66.7,61.97,53.3,0,0,0,0,5.8,1.4,360,1022.8,9.9,24,54,0.2,1,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-14T16:00:00Z,68.2,68.2,56.54,52.2,0,0,0,0,6.9,3.2,337,1022.7,9.9,56.3,167,0.6,2,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-14T17:00:00Z,69,69,52.44,50.9,0,0,0,0,9.2,3.2,360,1022.5,9.9,65.6,472,1.7,5,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-14T18:00:00Z,70.1,70.1,50.75,51,0,0,0,0,10.3,6.4,67,1022.1,9.9,55,446,1.6,4,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-14T19:00:00Z,70.2,70.2,50.3,50.9,0,0,0,0,11.4,6,90,1021.8,9.9,47.1,153,0.6,2,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-14T20:00:00Z,71.3,71.3,48.26,50.8,0,0,0,0,12.8,9.9,86,1021.2,9.9,50,37,0.1,0,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-14T21:00:00Z,71,71,46.81,49.7,0,0,0,0,17.9,6.9,109,1021.1,9.9,50,33,0.1,0,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-14T22:00:00Z,70.2,70.2,47.15,49.1,0,0,0,0,12.8,8.1,95,1020.9,9.9,24,26,0.1,0,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-14T23:00:00Z,69.2,69.2,47.19,48.3,0,0,0,0,11.4,8,91,1020.9,9.9,24,107,0.4,1,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-15T00:00:00Z,66.6,66.6,54.15,49.5,0,0,0,0,10.3,8.4,100,1020.8,9.9,6.4,0,0,0,10,Clear,clear-day,obs
Chicago,Illinois,Midwest,2023-09-15T01:00:00Z,65,65,59.62,50.6,0,0,0,0,9.2,6,105,1021.1,9.9,0,0,0,0,10,Clear,clear-night,obs
Chicago,Illinois,Midwest,2023-09-15T02:00:00Z,63.8,63.8,64.9,51.7,0,0,0,0,9.2,4.8,98,1021.1,9.9,0,0,0,0,10,Clear,clear-night,obs
Chicago,Illinois,Midwest,2023-09-15T03:00:00Z,63.6,63.6,65.24,51.7,0,0,0,0,8.1,2.1,108,1021.5,9.9,0,0,0,0,10,Clear,clear-night,obs
Chicago,Illinois,Midwest,2023-09-15T04:00:00Z,61.5,61.5,72.48,52.6,0,0,0,0,8.1,0,0,1021.4,9.9,0,0,0,0,10,Clear,clear-night,obs
Chicago,Illinois,Midwest,2023-09-15T05:00:00Z,59.1,59.1,76.56,51.7,0,0,0,0,8.1,0,0,1021.5,9.9,0,0,0,0,10,Clear,clear-night,obs
Chicago,Illinois,Midwest,2023-09-15T06:00:00Z,56.8,56.8,81.52,51.2,0,0,0,0,8.1,0,0,1021.7,9.9,0,0,0,0,10,Clear,clear-night,obs
Chicago,Illinois,Midwest,2023-09-15T07:00:00Z,57.4,57.4,80.43,51.4,0,0,0,0,8.1,0,0,1021.3,9.9,0,0,0,0,10,Clear,clear-night,obs
Chicago,Illinois,Midwest,2023-09-15T08:00:00Z,56,56,83.49,51.1,0,0,0,0,8.1,0,0,1020.9,9.9,0,0,0,0,10,Clear,clear-night,obs
Chicago,Illinois,Midwest,2023-09-15T09:00:00Z,55,55,84.49,50.4,0,0,0,0,8.1,0,0,1020.8,9.9,0,0,0,0,10,Clear,clear-night,obs
Chicago,Illinois,Midwest,2023-09-15T10:00:00Z,54,54,86.5,50.1,0,0,0,0,8.1,1.2,43,1021,9.9,0,0,0,0,10,Clear,clear-night,obs
Chicago,Illinois,Midwest,2023-09-15T11:00:00Z,55.8,55.8,78.69,49.3,0,0,0,0,9.2,6.5,149,1020.9,9.9,6.3,0,0,0,10,Clear,clear-night,obs
Chicago,Illinois,Midwest,2023-09-15T12:00:00Z,55.7,55.7,77.82,48.9,0,0,0,0,9.2,5.1,152,1021.6,9.9,21.9,14,0.1,0,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-15T13:00:00Z,58.9,58.9,72.56,50.1,0,0,0,0,9.2,4.1,218,1021.7,9.9,6.3,119,0.4,1,10,Clear,clear-day,obs
Chicago,Illinois,Midwest,2023-09-15T14:00:00Z,64.2,64.2,61.32,50.6,0,0,0,0,9.2,5.7,193,1021.4,9.9,15.6,399,1.4,4,10,Clear,clear-day,obs
Chicago,Illinois,Midwest,2023-09-15T15:00:00Z,68.5,68.5,52.17,50.2,0,0,0,0,9.2,6.5,160,1021.2,9.9,15.6,70,0.3,1,10,Clear,clear-day,obs
Chicago,Illinois,Midwest,2023-09-15T16:00:00Z,71.1,71.1,42.58,47.3,0,0,0,0,8.1,6.7,215,1021.1,9.9,21.9,72,0.3,1,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-15T17:00:00Z,73.2,73.2,40.38,47.7,0,0,0,0,8.1,8.4,212,1020.6,9.9,21.9,411,1.5,4,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-15T18:00:00Z,74.3,74.3,39,47.7,0,0,0,0,8.1,4.1,223,1020.3,9.9,21.9,412,1.5,4,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-15T19:00:00Z,75.2,75.2,38.32,48,0,0,0,0,8.1,5,174,1019.5,9.9,21.9,55,0.2,1,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-15T20:00:00Z,75.8,75.8,36.19,47.1,0,0,0,0,10.3,4.3,160,1019,9.9,28.2,44,0.2,0,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-15T21:00:00Z,76.6,76.6,34.73,46.7,0,0,0,0,10.3,4.7,100,1018.5,9.9,28.2,62,0.2,1,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-15T22:00:00Z,76.8,76.8,32.54,45.1,0,0,0,0,10.3,5.6,233,1018.1,9.9,21.9,28,0.1,0,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-15T23:00:00Z,75.7,75.7,32.66,44.3,0,0,0,0,10.3,1.7,28,1017.8,9.9,28.2,77,0.3,1,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-16T00:00:00Z,72.1,72.1,48.25,51.4,0,0,0,0,10.3,6.4,123,1018,9.9,53.3,6,0,0,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-16T01:00:00Z,69.4,69.4,58.24,54.1,0,0,0,0,10.3,8.2,134,1018,9.9,67.4,0,0,0,10,Partially cloudy,partly-cloudy-night,obs
Chicago,Illinois,Midwest,2023-09-16T02:00:00Z,67.3,67.3,66,55.6,0,0,0,0,10.3,5.5,125,1018.2,9.9,77,0,0,0,10,Partially cloudy,partly-cloudy-night,obs
Chicago,Illinois,Midwest,2023-09-16T03:00:00Z,66.9,66.9,68.82,56.3,0,0,0,0,10.3,5.1,134,1018,9.9,77,0,0,0,10,Partially cloudy,partly-cloudy-night,obs
Chicago,Illinois,Midwest,2023-09-16T04:00:00Z,65.7,65.7,67.69,54.7,0,0,0,0,10.3,5.2,130,1018.1,9.9,77,0,0,0,10,Partially cloudy,partly-cloudy-night,obs
Chicago,Illinois,Midwest,2023-09-16T05:00:00Z,65.1,65.1,67.34,54,0,0,0,0,10.3,5.2,167,1018,9.9,77,0,0,0,10,Partially cloudy,partly-cloudy-night,obs
Chicago,Illinois,Midwest,2023-09-16T06:00:00Z,63.6,63.6,69.88,53.6,0,0,0,0,10.3,4.7,205,1017.8,9.9,77,0,0,0,10,Partially cloudy,partly-cloudy-night,obs
Chicago,Illinois,Midwest,2023-09-16T07:00:00Z,63,63,66.81,51.8,0,0,0,0,13.9,4.4,63,1017.5,9.9,77,0,0,0,10,Partially cloudy,partly-cloudy-night,obs
Chicago,Illinois,Midwest,2023-09-16T08:00:00Z,62.4,62.4,65.37,50.6,0,0,0,0,13.9,3.3,155,1017.3,9.9,89.5,0,0,0,10,Partially cloudy,partly-cloudy-night,obs
Chicago,Illinois,Midwest,2023-09-16T09:00:00Z,61.7,61.7,66.56,50.5,0,0,0,0,13.9,5.3,171,1017,9.9,90.7,0,0,0,10,Overcast,cloudy,obs
Chicago,Illinois,Midwest,2023-09-16T10:00:00Z,61.1,61.1,68.16,50.5,0,0,0,0,12.8,4.8,214,1016.7,9.9,87.6,0,0,0,10,Partially cloudy,partly-cloudy-night,obs
Chicago,Illinois,Midwest,2023-09-16T11:00:00Z,61.1,61.1,69.08,50.9,0,0,0,0,12.8,4.3,112,1016.9,9.9,89.5,0,0,0,10,Partially cloudy,partly-cloudy-night,obs
Chicago,Illinois,Midwest,2023-09-16T12:00:00Z,60.7,60.7,69.74,50.7,0,0,0,0,12.8,4.3,254,1017,9.9,83.2,9,0,0,10,Partially cloudy,partly-cloudy-day,obs
Chicago,Illinois,Midwest,2023-09-16T13:00:00Z,61.3,61.3,69.4,51.2,0,0,0,0,11.4,4.5,230,1017.5,9.9,92.5,19,0.1,0,10,Overcast,cloudy,obs
Chicago,Illinois,Midwest,2023-09-16T14:00:00Z,63.3,63.3,66.63,52,0,0,0,0,11.4,4.5,214,1017.7,9.9,100,52,0.2,1,10,Overcast,cloudy,obs
Chicago,Illinois,Midwest,2023-09-16T15:00:00Z,65.6,65.6,64.67,53.4,0,0,0,0,10.3,4.5,229,1017.7,9.9,100,100,0.4,1,10,Overcast,cloudy,obs
Chicago,Illinois,Midwest,2023-09-16T16:00:00Z,67.3,67.3,60.95,53.4,0,0,0,0,9.2,6.2,236,1017.6,9.9,100,70,0.3,1,10,Overcast,cloudy,obs
Chicago,Illinois,Midwest,2023-09-16T17:00:00Z,70.2,70.2,56.49,54.1,0,0,0,0,8.1,5,341,1017.3,9.9,100,56,0.2,1,10,Overcast,cloudy,obs
Chicago,Illinois,Midwest,2023-09-16T18:00:00Z,68.7,68.7,61.36,54.9,0.003,100,0,0,6.9,2.1,335,1017,9.9,100,69,0.2,1,10,"Rain, Overcast",rain,obs
Chicago,Illinois,Midwest,2023-09-16T19:00:00Z,68.6,68.6,64.94,56.3,0,0,0,0,8.1,4.7,257,1016.8,9.9,98.5,54,0.2,1,10,Overcast,cloudy,obs
